"data_id","age","language","form","birth_order","ethnicity","sex","zygosity","original_id","norming","longitudinal","source_name","mom_ed","measure","vocab","cross_sectional","demo","n","demo_label"
129535,25,"English (American)","WS","Second","White","Male",NA,"100008",TRUE,FALSE,"Marchman","Graduate","production",199,TRUE,"All Data",4867,"All Data (n = 4867)"
129536,20,"English (American)","WS","First","White","Female",NA,"100009",TRUE,FALSE,"Marchman","Some College","production",370,TRUE,"All Data",4867,"All Data (n = 4867)"
129537,29,"English (American)","WS","First","Hispanic","Female",NA,"100013",TRUE,FALSE,"Marchman","Graduate","production",639,TRUE,"All Data",4867,"All Data (n = 4867)"
129538,21,"English (American)","WS","First","White","Male",NA,"100014",TRUE,FALSE,"Marchman","Graduate","production",312,TRUE,"All Data",4867,"All Data (n = 4867)"
129539,27,"English (American)","WS","Second","White","Female",NA,"100015",TRUE,FALSE,"Marchman","Some College","production",585,TRUE,"All Data",4867,"All Data (n = 4867)"
129540,27,"English (American)","WS","First","White","Male",NA,"100016",TRUE,FALSE,"Marchman","Some College","production",331,TRUE,"All Data",4867,"All Data (n = 4867)"
129541,19,"English (American)","WS","First","White","Female",NA,"100021",TRUE,FALSE,"Marchman","Some Graduate","production",103,TRUE,"All Data",4867,"All Data (n = 4867)"
129542,20,"English (American)","WS","Fourth","White","Female",NA,"100022",TRUE,FALSE,"Marchman","Some College","production",73,TRUE,"All Data",4867,"All Data (n = 4867)"
129543,30,"English (American)","WS","First","White","Female",NA,"100023",TRUE,FALSE,"Marchman","Some College","production",575,TRUE,"All Data",4867,"All Data (n = 4867)"
129544,23,"English (American)","WS","First","White","Female",NA,"100026",TRUE,FALSE,"Marchman","Graduate","production",551,TRUE,"All Data",4867,"All Data (n = 4867)"
129545,17,"English (American)","WS","First","White","Female",NA,"100030",TRUE,FALSE,"Marchman","College","production",10,TRUE,"All Data",4867,"All Data (n = 4867)"
129546,28,"English (American)","WS","Fourth","White","Female",NA,"100031",TRUE,FALSE,"Marchman","Some College","production",253,TRUE,"All Data",4867,"All Data (n = 4867)"
129547,18,"English (American)","WS","First","White","Female",NA,"100032",TRUE,FALSE,"Marchman","College","production",156,TRUE,"All Data",4867,"All Data (n = 4867)"
129548,26,"English (American)","WS","Second","White","Male",NA,"100033",TRUE,FALSE,"Marchman","Secondary","production",430,TRUE,"All Data",4867,"All Data (n = 4867)"
129549,17,"English (American)","WS","Second","White","Female",NA,"100034",TRUE,FALSE,"Marchman","College","production",29,TRUE,"All Data",4867,"All Data (n = 4867)"
129550,29,"English (American)","WS",NA,"White","Male",NA,"100038",TRUE,FALSE,"Marchman","College","production",349,TRUE,"All Data",4867,"All Data (n = 4867)"
129551,18,"English (American)","WS","Second","White","Male",NA,"100039",TRUE,FALSE,"Marchman","College","production",124,TRUE,"All Data",4867,"All Data (n = 4867)"
129552,18,"English (American)","WS","First","White","Female",NA,"100040",TRUE,FALSE,"Marchman","Some College","production",28,TRUE,"All Data",4867,"All Data (n = 4867)"
129553,22,"English (American)","WS","Second","White","Female",NA,"100043",TRUE,FALSE,"Marchman","Secondary","production",302,TRUE,"All Data",4867,"All Data (n = 4867)"
129554,29,"English (American)","WS","First","Hispanic","Female",NA,"100045",TRUE,FALSE,"Marchman","Some College","production",560,TRUE,"All Data",4867,"All Data (n = 4867)"
129555,27,"English (American)","WS","Second","White","Male",NA,"100047",TRUE,FALSE,"Marchman","Some College","production",305,TRUE,"All Data",4867,"All Data (n = 4867)"
129556,30,"English (American)","WS","Second","White","Male",NA,"100048",TRUE,FALSE,"Marchman","College","production",314,TRUE,"All Data",4867,"All Data (n = 4867)"
129557,20,"English (American)","WS","First","White","Male",NA,"100050",TRUE,FALSE,"Marchman","Graduate","production",345,TRUE,"All Data",4867,"All Data (n = 4867)"
129558,21,"English (American)","WS","First","White","Male",NA,"100051",TRUE,FALSE,"Marchman","Graduate","production",317,TRUE,"All Data",4867,"All Data (n = 4867)"
129559,25,"English (American)","WS","Second","White","Male",NA,"100052",TRUE,FALSE,"Marchman","Some Secondary","production",138,TRUE,"All Data",4867,"All Data (n = 4867)"
129560,28,"English (American)","WS","Second","White","Female",NA,"100053",TRUE,FALSE,"Marchman","College","production",468,TRUE,"All Data",4867,"All Data (n = 4867)"
129561,26,"English (American)","WS","Third","White","Male",NA,"100055",TRUE,FALSE,"Marchman","Graduate","production",40,TRUE,"All Data",4867,"All Data (n = 4867)"
129562,27,"English (American)","WS","Fourth","White","Male",NA,"100056",TRUE,FALSE,"Marchman","Some Graduate","production",632,TRUE,"All Data",4867,"All Data (n = 4867)"
129563,24,"English (American)","WS","Third","White","Female",NA,"100058",TRUE,FALSE,"Marchman","Secondary","production",87,TRUE,"All Data",4867,"All Data (n = 4867)"
129564,20,"English (American)","WS","First","White","Female",NA,"100059",TRUE,FALSE,"Marchman","College","production",100,TRUE,"All Data",4867,"All Data (n = 4867)"
129565,29,"English (American)","WS","First","White","Male",NA,"100060",TRUE,FALSE,"Marchman","College","production",656,TRUE,"All Data",4867,"All Data (n = 4867)"
129566,20,"English (American)","WS","First","White","Male",NA,"100061",TRUE,FALSE,"Marchman","College","production",188,TRUE,"All Data",4867,"All Data (n = 4867)"
129567,26,"English (American)","WS","Third","White","Female",NA,"100063",TRUE,FALSE,"Marchman","College","production",273,TRUE,"All Data",4867,"All Data (n = 4867)"
129568,17,"English (American)","WS","First","White","Female",NA,"100064",TRUE,FALSE,"Marchman","Some College","production",90,TRUE,"All Data",4867,"All Data (n = 4867)"
129569,21,"English (American)","WS","First","White","Female",NA,"100065",TRUE,FALSE,"Marchman","Some College","production",252,TRUE,"All Data",4867,"All Data (n = 4867)"
129570,18,"English (American)","WS","First","White","Male",NA,"100066",TRUE,FALSE,"Marchman","Secondary","production",34,TRUE,"All Data",4867,"All Data (n = 4867)"
129571,23,"English (American)","WS","First","White","Male",NA,"100067",TRUE,FALSE,"Marchman","Some College","production",315,TRUE,"All Data",4867,"All Data (n = 4867)"
129572,27,"English (American)","WS","First","Black","Female",NA,"100068",TRUE,FALSE,"Marchman","Some College","production",429,TRUE,"All Data",4867,"All Data (n = 4867)"
129573,23,"English (American)","WS","Second","White","Male",NA,"100069",TRUE,FALSE,"Marchman","College","production",76,TRUE,"All Data",4867,"All Data (n = 4867)"
129574,23,"English (American)","WS","Second","White","Male",NA,"100070",TRUE,FALSE,"Marchman","College","production",405,TRUE,"All Data",4867,"All Data (n = 4867)"
129575,24,"English (American)","WS","Second","Other","Female",NA,"100071",TRUE,FALSE,"Marchman","Some Secondary","production",41,TRUE,"All Data",4867,"All Data (n = 4867)"
129576,27,"English (American)","WS","Second","White","Male",NA,"100072",TRUE,FALSE,"Marchman","Some College","production",324,TRUE,"All Data",4867,"All Data (n = 4867)"
129577,30,"English (American)","WS","First","White","Female",NA,"100073",TRUE,FALSE,"Marchman","Graduate","production",675,TRUE,"All Data",4867,"All Data (n = 4867)"
129578,27,"English (American)","WS","Second","White","Male",NA,"100074",TRUE,FALSE,"Marchman","College","production",267,TRUE,"All Data",4867,"All Data (n = 4867)"
129579,30,"English (American)","WS","First","White","Male",NA,"100075",TRUE,FALSE,"Marchman","College","production",386,TRUE,"All Data",4867,"All Data (n = 4867)"
129580,30,"English (American)","WS","First","White","Male",NA,"100076",TRUE,FALSE,"Marchman","Some Graduate","production",393,TRUE,"All Data",4867,"All Data (n = 4867)"
129581,20,"English (American)","WS","First","White","Male",NA,"100078",TRUE,FALSE,"Marchman","Some College","production",211,TRUE,"All Data",4867,"All Data (n = 4867)"
129582,18,"English (American)","WS","First","Hispanic","Female",NA,"100080",TRUE,FALSE,"Marchman","Some College","production",29,TRUE,"All Data",4867,"All Data (n = 4867)"
129583,21,"English (American)","WS","First","White","Female",NA,"100081",TRUE,FALSE,"Marchman","College","production",483,TRUE,"All Data",4867,"All Data (n = 4867)"
129584,30,"English (American)","WS","Second","White","Male",NA,"100082",TRUE,FALSE,"Marchman","College","production",638,TRUE,"All Data",4867,"All Data (n = 4867)"
129585,24,"English (American)","WS","First","Hispanic","Female",NA,"100083",TRUE,FALSE,"Marchman","College","production",339,TRUE,"All Data",4867,"All Data (n = 4867)"
129586,26,"English (American)","WS","First","Hispanic","Male",NA,"100084",TRUE,FALSE,"Marchman","College","production",72,TRUE,"All Data",4867,"All Data (n = 4867)"
129587,17,"English (American)","WS","First","White","Male",NA,"100085",TRUE,FALSE,"Marchman","Secondary","production",176,TRUE,"All Data",4867,"All Data (n = 4867)"
129588,30,"English (American)","WS","First","Hispanic","Male",NA,"100088",TRUE,FALSE,"Marchman","Secondary","production",449,TRUE,"All Data",4867,"All Data (n = 4867)"
129589,28,"English (American)","WS","Second","White","Female",NA,"100090",TRUE,FALSE,"Marchman","Secondary","production",528,TRUE,"All Data",4867,"All Data (n = 4867)"
129590,20,"English (American)","WS","First","White","Male",NA,"100091",TRUE,FALSE,"Marchman","College","production",66,TRUE,"All Data",4867,"All Data (n = 4867)"
129591,22,"English (American)","WS","First","Hispanic","Male",NA,"100092",TRUE,FALSE,"Marchman","Some Graduate","production",154,TRUE,"All Data",4867,"All Data (n = 4867)"
129592,24,"English (American)","WS","First","White","Female",NA,"100093",TRUE,FALSE,"Marchman","Some Graduate","production",501,TRUE,"All Data",4867,"All Data (n = 4867)"
129593,25,"English (American)","WS","First","White","Male",NA,"100094",TRUE,FALSE,"Marchman","College","production",448,TRUE,"All Data",4867,"All Data (n = 4867)"
129594,26,"English (American)","WS","First","White","Male",NA,"100095",TRUE,FALSE,"Marchman","College","production",69,TRUE,"All Data",4867,"All Data (n = 4867)"
129595,20,"English (American)","WS","First","White","Male",NA,"100096",TRUE,FALSE,"Marchman","Graduate","production",84,TRUE,"All Data",4867,"All Data (n = 4867)"
129596,25,"English (American)","WS","Third","White","Female",NA,"100097",TRUE,FALSE,"Marchman","Some College","production",484,TRUE,"All Data",4867,"All Data (n = 4867)"
129597,24,"English (American)","WS","Third","White","Male",NA,"100099",TRUE,FALSE,"Marchman","Some College","production",222,TRUE,"All Data",4867,"All Data (n = 4867)"
129598,16,"English (American)","WS","Second","Black","Female",NA,"100100",TRUE,FALSE,"Marchman","Some College","production",291,TRUE,"All Data",4867,"All Data (n = 4867)"
129599,16,"English (American)","WS","First","White","Female",NA,"100101",TRUE,FALSE,"Marchman","Graduate","production",58,TRUE,"All Data",4867,"All Data (n = 4867)"
129600,26,"English (American)","WS","Second","Hispanic","Male",NA,"100104",TRUE,FALSE,"Marchman","Graduate","production",64,TRUE,"All Data",4867,"All Data (n = 4867)"
129601,20,"English (American)","WS","First","White","Male",NA,"100106",TRUE,FALSE,"Marchman","Some College","production",47,TRUE,"All Data",4867,"All Data (n = 4867)"
129602,24,"English (American)","WS","Second","Hispanic","Female",NA,"100107",TRUE,FALSE,"Marchman","Some Graduate","production",150,TRUE,"All Data",4867,"All Data (n = 4867)"
129603,20,"English (American)","WS","Second","White","Male",NA,"100113",TRUE,FALSE,"Marchman","College","production",99,TRUE,"All Data",4867,"All Data (n = 4867)"
129604,23,"English (American)","WS","First","White","Female",NA,"100117",TRUE,FALSE,"Marchman","Secondary","production",379,TRUE,"All Data",4867,"All Data (n = 4867)"
129605,17,"English (American)","WS","First","Other","Female",NA,"100119",TRUE,FALSE,"Marchman","College","production",131,TRUE,"All Data",4867,"All Data (n = 4867)"
129606,20,"English (American)","WS","First","White","Male",NA,"100121",TRUE,FALSE,"Marchman","Secondary","production",205,TRUE,"All Data",4867,"All Data (n = 4867)"
129607,26,"English (American)","WS","First","White","Male",NA,"100122",TRUE,FALSE,"Marchman","Some College","production",610,TRUE,"All Data",4867,"All Data (n = 4867)"
129608,17,"English (American)","WS","Fourth","White","Female",NA,"100126",TRUE,FALSE,"Marchman","College","production",14,TRUE,"All Data",4867,"All Data (n = 4867)"
129609,17,"English (American)","WS","Third","Other","Male",NA,"100130",TRUE,FALSE,"Marchman","Secondary","production",7,TRUE,"All Data",4867,"All Data (n = 4867)"
129610,22,"English (American)","WS","Second","White","Female",NA,"100131",TRUE,FALSE,"Marchman","Graduate","production",410,TRUE,"All Data",4867,"All Data (n = 4867)"
129611,27,"English (American)","WS","Third","White","Male",NA,"100133",TRUE,FALSE,"Marchman","Graduate","production",612,TRUE,"All Data",4867,"All Data (n = 4867)"
129612,25,"English (American)","WS","Second","Other","Male",NA,"100134",TRUE,FALSE,"Marchman","Some Graduate","production",66,TRUE,"All Data",4867,"All Data (n = 4867)"
129613,20,"English (American)","WS","First","White","Female",NA,"100135",TRUE,FALSE,"Marchman","Some College","production",159,TRUE,"All Data",4867,"All Data (n = 4867)"
129614,22,"English (American)","WS","First","White","Male",NA,"100136",TRUE,FALSE,"Marchman","Some Graduate","production",100,TRUE,"All Data",4867,"All Data (n = 4867)"
129615,22,"English (American)","WS","First","White","Male",NA,"100138",TRUE,FALSE,"Marchman","College","production",8,TRUE,"All Data",4867,"All Data (n = 4867)"
129616,24,"English (American)","WS","Second","White","Male",NA,"100139",TRUE,FALSE,"Marchman","Some College","production",218,TRUE,"All Data",4867,"All Data (n = 4867)"
129617,20,"English (American)","WS","Second","White","Female",NA,"100140",TRUE,FALSE,"Marchman","College","production",5,TRUE,"All Data",4867,"All Data (n = 4867)"
129618,21,"English (American)","WS","First","Hispanic","Male",NA,"100141",TRUE,FALSE,"Marchman","Some College","production",59,TRUE,"All Data",4867,"All Data (n = 4867)"
129619,26,"English (American)","WS","First","White","Female",NA,"100142",TRUE,FALSE,"Marchman","College","production",141,TRUE,"All Data",4867,"All Data (n = 4867)"
129620,18,"English (American)","WS","First","White","Female",NA,"100249",TRUE,FALSE,"Marchman","College","production",119,TRUE,"All Data",4867,"All Data (n = 4867)"
129621,23,"English (American)","WS","First","White","Male",NA,"100250",TRUE,FALSE,"Marchman","Some College","production",159,TRUE,"All Data",4867,"All Data (n = 4867)"
129622,25,"English (American)","WS","First","White","Female",NA,"100252",TRUE,FALSE,"Marchman","Graduate","production",473,TRUE,"All Data",4867,"All Data (n = 4867)"
129623,21,"English (American)","WS","First","White","Female",NA,"100253",TRUE,FALSE,"Marchman","Graduate","production",327,TRUE,"All Data",4867,"All Data (n = 4867)"
129624,30,"English (American)","WS","First","Hispanic","Male",NA,"100254",TRUE,FALSE,"Marchman","College","production",629,TRUE,"All Data",4867,"All Data (n = 4867)"
129625,25,"English (American)","WS","First","White","Female",NA,"100255",TRUE,FALSE,"Marchman","Graduate","production",451,TRUE,"All Data",4867,"All Data (n = 4867)"
129626,22,"English (American)","WS","Second","White","Male",NA,"100256",TRUE,FALSE,"Marchman","College","production",67,TRUE,"All Data",4867,"All Data (n = 4867)"
129627,30,"English (American)","WS","First","White","Male",NA,"100257",TRUE,FALSE,"Marchman","Some College","production",644,TRUE,"All Data",4867,"All Data (n = 4867)"
129628,22,"English (American)","WS","First","White","Male",NA,"100258",TRUE,FALSE,"Marchman","Secondary","production",568,TRUE,"All Data",4867,"All Data (n = 4867)"
129629,26,"English (American)","WS","Second","Black","Female",NA,"100259",TRUE,FALSE,"Marchman","Some College","production",243,TRUE,"All Data",4867,"All Data (n = 4867)"
129630,26,"English (American)","WS","Third","Black","Female",NA,"100260",TRUE,FALSE,"Marchman","Some College","production",239,TRUE,"All Data",4867,"All Data (n = 4867)"
129631,29,"English (American)","WS","First","White","Female",NA,"100261",TRUE,FALSE,"Marchman","Graduate","production",640,TRUE,"All Data",4867,"All Data (n = 4867)"
129632,27,"English (American)","WS","First","Hispanic","Male",NA,"100262",TRUE,FALSE,"Marchman","Some College","production",366,TRUE,"All Data",4867,"All Data (n = 4867)"
129633,20,"English (American)","WS","First","White","Male",NA,"100263",TRUE,FALSE,"Marchman","College","production",65,TRUE,"All Data",4867,"All Data (n = 4867)"
129634,24,"English (American)","WS","Third","White","Female",NA,"100264",TRUE,FALSE,"Marchman","Secondary","production",128,TRUE,"All Data",4867,"All Data (n = 4867)"
129635,26,"English (American)","WS","First","White","Female",NA,"100267",TRUE,FALSE,"Marchman","Some College","production",351,TRUE,"All Data",4867,"All Data (n = 4867)"
129636,25,"English (American)","WS","First","White","Male",NA,"100268",TRUE,FALSE,"Marchman","College","production",301,TRUE,"All Data",4867,"All Data (n = 4867)"
129637,22,"English (American)","WS","Third","White","Female",NA,"100298",TRUE,FALSE,"Marchman","Some College","production",377,TRUE,"All Data",4867,"All Data (n = 4867)"
129638,29,"English (American)","WS","Second","White","Male",NA,"100299",TRUE,FALSE,"Marchman","Secondary","production",106,TRUE,"All Data",4867,"All Data (n = 4867)"
129639,29,"English (American)","WS","First","Asian","Male",NA,"100300",TRUE,FALSE,"Marchman","Some Graduate","production",490,TRUE,"All Data",4867,"All Data (n = 4867)"
129640,30,"English (American)","WS","First","Hispanic","Male",NA,"100301",TRUE,FALSE,"Marchman","Some College","production",581,TRUE,"All Data",4867,"All Data (n = 4867)"
129641,17,"English (American)","WS","First","Hispanic","Female",NA,"100306",TRUE,FALSE,"Marchman","Secondary","production",219,TRUE,"All Data",4867,"All Data (n = 4867)"
129642,24,"English (American)","WS","Second","White","Male",NA,"100307",TRUE,FALSE,"Marchman","Some College","production",94,TRUE,"All Data",4867,"All Data (n = 4867)"
129643,19,"English (American)","WS","Second","White","Female",NA,"100308",TRUE,FALSE,"Marchman","Some College","production",219,TRUE,"All Data",4867,"All Data (n = 4867)"
129644,21,"English (American)","WS","First","White","Female",NA,"100309",TRUE,FALSE,"Marchman","Graduate","production",409,TRUE,"All Data",4867,"All Data (n = 4867)"
129645,18,"English (American)","WS","Second","White","Male",NA,"100310",TRUE,FALSE,"Marchman","Some Graduate","production",118,TRUE,"All Data",4867,"All Data (n = 4867)"
129646,24,"English (American)","WS","First","White","Female",NA,"100311",TRUE,FALSE,"Marchman","Secondary","production",238,TRUE,"All Data",4867,"All Data (n = 4867)"
129647,25,"English (American)","WS","First","White","Female",NA,"100312",TRUE,FALSE,"Marchman","College","production",528,TRUE,"All Data",4867,"All Data (n = 4867)"
129648,16,"English (American)","WS","Second","White","Female",NA,"100313",TRUE,FALSE,"Marchman","College","production",17,TRUE,"All Data",4867,"All Data (n = 4867)"
129649,29,"English (American)","WS","First","Black","Male",NA,"100314",TRUE,FALSE,"Marchman","Secondary","production",459,TRUE,"All Data",4867,"All Data (n = 4867)"
129650,24,"English (American)","WS","Second","White","Female",NA,"100315",TRUE,FALSE,"Marchman","Some College","production",574,TRUE,"All Data",4867,"All Data (n = 4867)"
129651,29,"English (American)","WS","First","White","Male",NA,"100316",TRUE,FALSE,"Marchman","College","production",536,TRUE,"All Data",4867,"All Data (n = 4867)"
129652,16,"English (American)","WS","First","White","Female",NA,"100317",TRUE,FALSE,"Marchman","Secondary","production",103,TRUE,"All Data",4867,"All Data (n = 4867)"
129653,18,"English (American)","WS","Second","White","Female",NA,"100318",TRUE,FALSE,"Marchman","Secondary","production",42,TRUE,"All Data",4867,"All Data (n = 4867)"
129654,26,"English (American)","WS","First","White","Female",NA,"100319",TRUE,FALSE,"Marchman","College","production",577,TRUE,"All Data",4867,"All Data (n = 4867)"
129655,19,"English (American)","WS","First","White","Female",NA,"100320",TRUE,FALSE,"Marchman","College","production",237,TRUE,"All Data",4867,"All Data (n = 4867)"
129656,29,"English (American)","WS","Second","White","Male",NA,"100321",TRUE,FALSE,"Marchman","College","production",444,TRUE,"All Data",4867,"All Data (n = 4867)"
129657,26,"English (American)","WS","First","Asian","Male",NA,"100323",TRUE,FALSE,"Marchman","Graduate","production",298,TRUE,"All Data",4867,"All Data (n = 4867)"
129658,18,"English (American)","WS","First","White","Male",NA,"100324",TRUE,FALSE,"Marchman","Some Graduate","production",11,TRUE,"All Data",4867,"All Data (n = 4867)"
129659,20,"English (American)","WS","First","White","Female",NA,"100325",TRUE,FALSE,"Marchman","Some College","production",422,TRUE,"All Data",4867,"All Data (n = 4867)"
129660,18,"English (American)","WS","Second","White","Male",NA,"100326",TRUE,FALSE,"Marchman","Graduate","production",147,TRUE,"All Data",4867,"All Data (n = 4867)"
129661,20,"English (American)","WS","First","Hispanic","Male",NA,"100333",TRUE,FALSE,"Marchman","Graduate","production",311,TRUE,"All Data",4867,"All Data (n = 4867)"
129662,27,"English (American)","WS","First","White","Female",NA,"100334",TRUE,FALSE,"Marchman","Graduate","production",667,TRUE,"All Data",4867,"All Data (n = 4867)"
129663,22,"English (American)","WS","First","White","Male",NA,"100335",TRUE,FALSE,"Marchman","Some Graduate","production",164,TRUE,"All Data",4867,"All Data (n = 4867)"
129664,19,"English (American)","WS","First","White","Male",NA,"100336",TRUE,FALSE,"Marchman","Some College","production",29,TRUE,"All Data",4867,"All Data (n = 4867)"
129665,20,"English (American)","WS","First","White","Male",NA,"100337",TRUE,FALSE,"Marchman","College","production",481,TRUE,"All Data",4867,"All Data (n = 4867)"
129666,24,"English (American)","WS","Second","White","Female",NA,"100338",TRUE,FALSE,"Marchman","College","production",210,TRUE,"All Data",4867,"All Data (n = 4867)"
129667,20,"English (American)","WS","Second","White","Male",NA,"100339",TRUE,FALSE,"Marchman","Some College","production",67,TRUE,"All Data",4867,"All Data (n = 4867)"
129668,30,"English (American)","WS","Third","White","Female",NA,"100340",TRUE,FALSE,"Marchman","Graduate","production",553,TRUE,"All Data",4867,"All Data (n = 4867)"
129669,18,"English (American)","WS","First","Other","Female",NA,"100341",TRUE,FALSE,"Marchman","Graduate","production",128,TRUE,"All Data",4867,"All Data (n = 4867)"
129670,30,"English (American)","WS","Second","Black","Male",NA,"100342",TRUE,FALSE,"Marchman","Graduate","production",480,TRUE,"All Data",4867,"All Data (n = 4867)"
129671,29,"English (American)","WS","First","White","Female",NA,"100343",TRUE,FALSE,"Marchman","Secondary","production",680,TRUE,"All Data",4867,"All Data (n = 4867)"
129672,25,"English (American)","WS","Third","White","Female",NA,"100344",TRUE,FALSE,"Marchman","Some Secondary","production",526,TRUE,"All Data",4867,"All Data (n = 4867)"
129673,24,"English (American)","WS","First","Hispanic","Male",NA,"100345",TRUE,FALSE,"Marchman","Some College","production",203,TRUE,"All Data",4867,"All Data (n = 4867)"
129674,19,"English (American)","WS","First","White","Female",NA,"100346",TRUE,FALSE,"Marchman","Some College","production",309,TRUE,"All Data",4867,"All Data (n = 4867)"
129675,19,"English (American)","WS","First","White","Female",NA,"100347",TRUE,FALSE,"Marchman","Secondary","production",313,TRUE,"All Data",4867,"All Data (n = 4867)"
129676,29,"English (American)","WS","First","White","Male",NA,"100348",TRUE,FALSE,"Marchman","College","production",367,TRUE,"All Data",4867,"All Data (n = 4867)"
129677,30,"English (American)","WS","First","White","Male",NA,"100349",TRUE,FALSE,"Marchman","Some College","production",508,TRUE,"All Data",4867,"All Data (n = 4867)"
129678,18,"English (American)","WS","First","White","Female",NA,"100350",TRUE,FALSE,"Marchman","Some College","production",90,TRUE,"All Data",4867,"All Data (n = 4867)"
129679,25,"English (American)","WS","Second","White","Female",NA,"100351",TRUE,FALSE,"Marchman","Some College","production",126,TRUE,"All Data",4867,"All Data (n = 4867)"
129680,21,"English (American)","WS","Third","White","Female",NA,"100352",TRUE,FALSE,"Marchman","Secondary","production",289,TRUE,"All Data",4867,"All Data (n = 4867)"
129681,21,"English (American)","WS","First","White","Male",NA,"100353",TRUE,FALSE,"Marchman","Some Graduate","production",246,TRUE,"All Data",4867,"All Data (n = 4867)"
129682,19,"English (American)","WS","Second","White","Female",NA,"100354",TRUE,FALSE,"Marchman","Secondary","production",344,TRUE,"All Data",4867,"All Data (n = 4867)"
129683,30,"English (American)","WS","First","White","Male",NA,"100355",TRUE,FALSE,"Marchman","Some College","production",615,TRUE,"All Data",4867,"All Data (n = 4867)"
129684,17,"English (American)","WS","First","White","Female",NA,"100356",TRUE,FALSE,"Marchman","College","production",488,TRUE,"All Data",4867,"All Data (n = 4867)"
129685,24,"English (American)","WS","First","White","Female",NA,"100358",TRUE,FALSE,"Marchman","Graduate","production",601,TRUE,"All Data",4867,"All Data (n = 4867)"
129686,28,"English (American)","WS","First","Hispanic","Male",NA,"100359",TRUE,FALSE,"Marchman","Some College","production",298,TRUE,"All Data",4867,"All Data (n = 4867)"
129687,23,"English (American)","WS","Second","Other","Female",NA,"100360",TRUE,FALSE,"Marchman","Some College","production",27,TRUE,"All Data",4867,"All Data (n = 4867)"
129688,18,"English (American)","WS","First","White","Male",NA,"100361",TRUE,FALSE,"Marchman","Some College","production",31,TRUE,"All Data",4867,"All Data (n = 4867)"
129689,18,"English (American)","WS","First","White","Female",NA,"100362",TRUE,FALSE,"Marchman","College","production",202,TRUE,"All Data",4867,"All Data (n = 4867)"
129690,16,"English (American)","WS","First","White","Female",NA,"100364",TRUE,FALSE,"Marchman","Secondary","production",42,TRUE,"All Data",4867,"All Data (n = 4867)"
129691,19,"English (American)","WS","First","Asian","Female",NA,"100365",TRUE,FALSE,"Marchman","Secondary","production",229,TRUE,"All Data",4867,"All Data (n = 4867)"
129692,30,"English (American)","WS","First","White","Male",NA,"100366",TRUE,FALSE,"Marchman","Some Graduate","production",595,TRUE,"All Data",4867,"All Data (n = 4867)"
129693,29,"English (American)","WS","First","White","Female",NA,"100367",TRUE,FALSE,"Marchman","College","production",615,TRUE,"All Data",4867,"All Data (n = 4867)"
129694,20,"English (American)","WS","First","White","Male",NA,"100368",TRUE,FALSE,"Marchman","Some College","production",3,TRUE,"All Data",4867,"All Data (n = 4867)"
129695,21,"English (American)","WS","Third","White","Female",NA,"100369",TRUE,FALSE,"Marchman","College","production",93,TRUE,"All Data",4867,"All Data (n = 4867)"
129696,18,"English (American)","WS","Third","White","Male",NA,"100370",TRUE,FALSE,"Marchman","Some College","production",33,TRUE,"All Data",4867,"All Data (n = 4867)"
129697,26,"English (American)","WS","First","Hispanic","Male",NA,"100371",TRUE,FALSE,"Marchman","College","production",409,TRUE,"All Data",4867,"All Data (n = 4867)"
129698,24,"English (American)","WS","First","Hispanic","Female",NA,"100372",TRUE,FALSE,"Marchman","Secondary","production",242,TRUE,"All Data",4867,"All Data (n = 4867)"
129699,27,"English (American)","WS","First","White","Male",NA,"100373",TRUE,FALSE,"Marchman","Secondary","production",381,TRUE,"All Data",4867,"All Data (n = 4867)"
129700,18,"English (American)","WS","Second","White","Male",NA,"100374",TRUE,FALSE,"Marchman","Some College","production",26,TRUE,"All Data",4867,"All Data (n = 4867)"
129701,30,"English (American)","WS","First","White","Male",NA,"100375",TRUE,FALSE,"Marchman","Graduate","production",627,TRUE,"All Data",4867,"All Data (n = 4867)"
129702,28,"English (American)","WS","First","Black","Male",NA,"100376",TRUE,FALSE,"Marchman","Secondary","production",256,TRUE,"All Data",4867,"All Data (n = 4867)"
129703,28,"English (American)","WS","First","Other","Male",NA,"100377",TRUE,FALSE,"Marchman","Some College","production",442,TRUE,"All Data",4867,"All Data (n = 4867)"
129704,19,"English (American)","WS","First","Black","Female",NA,"100378",TRUE,FALSE,"Marchman","College","production",50,TRUE,"All Data",4867,"All Data (n = 4867)"
129705,29,"English (American)","WS","First","White","Female",NA,"100379",TRUE,FALSE,"Marchman","Some College","production",575,TRUE,"All Data",4867,"All Data (n = 4867)"
129706,30,"English (American)","WS","First","White","Male",NA,"100380",TRUE,FALSE,"Marchman","Some Graduate","production",584,TRUE,"All Data",4867,"All Data (n = 4867)"
129707,16,"English (American)","WS","First","White","Female",NA,"100381",TRUE,FALSE,"Marchman","College","production",27,TRUE,"All Data",4867,"All Data (n = 4867)"
129708,22,"English (American)","WS","First","White","Female",NA,"100382",TRUE,FALSE,"Marchman","College","production",20,TRUE,"All Data",4867,"All Data (n = 4867)"
129709,19,"English (American)","WS","First","White","Female",NA,"100383",TRUE,FALSE,"Marchman","Graduate","production",471,TRUE,"All Data",4867,"All Data (n = 4867)"
129710,19,"English (American)","WS","Second","White","Female",NA,"100384",TRUE,FALSE,"Marchman","Secondary","production",22,TRUE,"All Data",4867,"All Data (n = 4867)"
