"data_id","age","language","form","birth_order","ethnicity","sex","zygosity","original_id","norming","longitudinal","source_name","mom_ed","measure","vocab","cross_sectional","demo","n","demo_label"
129406,27,"English (American)","WS","Second","White","Female",NA,"L790",TRUE,FALSE,"Marchman","Some College","production",570,TRUE,"All Data",4867,"All Data (n = 4867)"
129407,28,"English (American)","WS","Fourth","Black","Male",NA,"L791",TRUE,FALSE,"Marchman","Secondary","production",350,TRUE,"All Data",4867,"All Data (n = 4867)"
129408,22,"English (American)","WS","Second","White","Male",NA,"L798",TRUE,FALSE,"Marchman","Some Secondary","production",28,TRUE,"All Data",4867,"All Data (n = 4867)"
129409,29,"English (American)","WS","Third","Other","Male",NA,"L805",TRUE,FALSE,"Marchman","Secondary","production",315,TRUE,"All Data",4867,"All Data (n = 4867)"
129410,25,"English (American)","WS","Third","Hispanic","Male",NA,"L808",TRUE,FALSE,"Marchman","Secondary","production",41,TRUE,"All Data",4867,"All Data (n = 4867)"
129411,26,"English (American)","WS","Second","Other","Female",NA,"L810",TRUE,FALSE,"Marchman","Some Secondary","production",502,TRUE,"All Data",4867,"All Data (n = 4867)"
129412,25,"English (American)","WS","Third","White","Female",NA,"L811",TRUE,FALSE,"Marchman","Secondary","production",415,TRUE,"All Data",4867,"All Data (n = 4867)"
129413,21,"English (American)","WS","Second","White","Male",NA,"L853",TRUE,FALSE,"Marchman","Secondary","production",68,TRUE,"All Data",4867,"All Data (n = 4867)"
129414,23,"English (American)","WS","Second","White","Female",NA,"L857",TRUE,FALSE,"Marchman","Secondary","production",109,TRUE,"All Data",4867,"All Data (n = 4867)"
129415,17,"English (American)","WS","Second","Hispanic","Male",NA,"L861",TRUE,FALSE,"Marchman","Some Secondary","production",17,TRUE,"All Data",4867,"All Data (n = 4867)"
129416,23,"English (American)","WS","Second","Other","Male",NA,"L863",TRUE,FALSE,"Marchman","College","production",145,TRUE,"All Data",4867,"All Data (n = 4867)"
129417,21,"English (American)","WS","Third","White","Male",NA,"L864",TRUE,FALSE,"Marchman","Some College","production",86,TRUE,"All Data",4867,"All Data (n = 4867)"
129418,21,"English (American)","WS","Third","Other","Male",NA,"L866",TRUE,FALSE,"Marchman","Some College","production",151,TRUE,"All Data",4867,"All Data (n = 4867)"
129419,21,"English (American)","WS","Second","Other","Female",NA,"L877",TRUE,FALSE,"Marchman","Some Secondary","production",160,TRUE,"All Data",4867,"All Data (n = 4867)"
129420,27,"English (American)","WS","Third","Other","Female",NA,"L882",TRUE,FALSE,"Marchman","Some College","production",584,TRUE,"All Data",4867,"All Data (n = 4867)"
129421,26,"English (American)","WS","Third","Other","Female",NA,"L884",TRUE,FALSE,"Marchman","Some Secondary","production",466,TRUE,"All Data",4867,"All Data (n = 4867)"
129422,24,"English (American)","WS","Second","Other","Male",NA,"L888",TRUE,FALSE,"Marchman","Some College","production",148,TRUE,"All Data",4867,"All Data (n = 4867)"
129423,20,"English (American)","WS","Third","White","Female",NA,"L891",TRUE,FALSE,"Marchman","Some College","production",219,TRUE,"All Data",4867,"All Data (n = 4867)"
129424,28,"English (American)","WS","Fourth","Hispanic","Male",NA,"L894",TRUE,FALSE,"Marchman","Some Secondary","production",540,TRUE,"All Data",4867,"All Data (n = 4867)"
